chr	po	NAME	TCGA.A1.A0SK.01A	TCGA.A1.A0SO.01A	TCGA.A2.A04W.01A	TCGA.A2.A0D0.01A	TCGA.A2.A0D1.01A	TCGA.A2.A0EQ.01A	TCGA.A2.A0ET.01A	TCGA.A8.A06N.01A	TCGA.A8.A06Y.01A	TCGA.A8.A06Z.01A	TCGA.A8.A081.01A	TCGA.A8.A083.01A	TCGA.A8.A08J.01A	TCGA.A8.A09X.01A	TCGA.AN.A04D.01A	TCGA.AN.A0FJ.01A	TCGA.AN.A0FV.01A	TCGA.AN.A0FZ.01A	TCGA.AO.A0J2.01A	TCGA.AO.A0J3.01A	TCGA.AO.A0J6.01A	TCGA.AO.A0JC.01A	TCGA.AO.A0JI.01A	TCGA.AO.A0JL.01A	TCGA.AO.A124.01A	TCGA.AO.A125.01A	TCGA.AO.A12B.01A	TCGA.AO.A12D.01A	TCGA.AO.A12H.01A	TCGA.AQ.A04L.01B	TCGA.AR.A0TP.01A	TCGA.AR.A0TR.01A	TCGA.AR.A0TV.01A	TCGA.AR.A1AI.01A	TCGA.AR.A1AS.01A	TCGA.B6.A0I2.01A	TCGA.B6.A0IA.01A	TCGA.B6.A0IC.01A	TCGA.B6.A0RL.01A	TCGA.B6.A0RM.01A	TCGA.B6.A0RS.01A	TCGA.B6.A0X4.01A	TCGA.B6.A0X5.01A	TCGA.BH.A0DL.01A	TCGA.BH.A0E0.01A	TCGA.BH.A0EE.01A	TCGA.BH.A0HW.01A	TCGA.BH.A18N.01A	TCGA.C8.A12L.01A	TCGA.C8.A12M.01A	TCGA.C8.A12P.01A	TCGA.C8.A12U.01A	TCGA.C8.A133.01A	TCGA.D8.A13Y.01A	TCGA.D8.A13Z.01A	TCGA.E2.A14Y.01A	TCGA.E2.A158.01A	TCGA.E2.A15K.06A	TCGA.E2.A15R.01A	TCGA.E2.A1B0.01A
1	47425102	PDZK1IP1	-1.053	-0.827	0.446	0.333	-0.667	-3.274	-1.824	-1.063	0.307	-0.187	-0.246	0.152	-1.25	0.081	-0.322	0.091	0.036	0.575	0.286	-3.404	0.096	-3.045	-3.661	1.087	-0.103	0.808	0.305	0.681	-4.07	0.553	0.269	0.011	-0.581	0.006	-0.124	0.27	0.855	-0.156	-2.679	-0.711	0.015	0.57	-0.579	0.016	0.773	0.242	-3.557	-0.82	0.16	-5.018	-0.118	-4.238	1.125	-1.368	0.178	0.546	-0.864	0.176	-2.12	0.325
1	52187620	RAB3B	0.911	0.508	0.415	0.919	0.484	-0.273	-0.507	1.002	-0.222	1.224	-0.362	-0.873	0.456	4.01	0.669	-0.723	0.923	-0.682	0.349	3.211	-0.304	-0.949	0.487	-0.132	-0.429	-0.922	-0.545	-0.251	3.189	3.7	-0.017	-1.26	0.778	0.134	0.721	-0.847	-0.01	0.189	1.659	-0.395	-0.145	0.607	0.026	-0.129	-0.573	-1.008	0.298	-0.335	-0.141	3.192	1.623	-0.373	-0.328	4.038	5.176	0.023	-0.373	-0.403	-0.209	1.379
1	53106802	ZYG11A	0.417	0.192	1.401	2.062	-1.131	2.257	-0.86	0.738	1.209	0.122	-0.018	-1.652	-0.833	0.716	2.073	1.554	0.841	0.08	0.847	-2.882	1.474	-2.3	-0.97	0.367	0.032	0.323	0.049	-0.575	-0.261	2.036	-0.982	2.052	-3.087	2.493	-0.355	-0.665	-0.234	-1.483	-0.545	-2.124	2.223	-3.466	1.081	-2.62	2.088	2.046	-0.65	-3.912	0.246	-2.497	1.038	0.991	-2.144	-1.034	1.363	-0.118	1.922	-0.629	-1.895	0.654
1	53523519	LRP8	1.156	0.368	1.223	2.585	0.009	2.285	0.108	0.235	-1.143	1.959	-1.337	-0.515	-0.247	1.008	1.376	1.891	0.928	1.935	2.387	-1.072	2.366	0.487	-0.217	1.63	2.002	-1.436	-0.409	-0.068	0.391	1.618	0.492	-2.188	0.845	2.306	-0.835	2.495	1.019	-0.058	0.871	-1.109	0.942	-0.094	-0.464	1.797	0.433	2.61	0.47	-1.333	1.985	-1.333	-0.336	-1.194	-1.272	2.312	0.96	1.83	1.776	-1.525	-0.991	2.524
1	54140898	DIO1	-3.849	-3.854	0.327	-2.94	-2.905	-2.762	2.569	4.269	4.506	4.635	-1.966	0.641	-1.229	1.772	3.591	-1.795	-3.142	-0.883	1.514	1.317	-2.495	-2.722	0.582	0.078	-0.942	-0.048	2.262	-0.921	3.95	1.906	-3.572	1.488	4.873	-3.89	0.496	-2.056	4.056	3.654	-0.118	3.495	3.822	2.865	-0.694	-3.316	-1.81	1.032	-1.276	3.933	-2.451	-1.865	4.436	-1.796	2.744	1.34	-2.688	-2.732	0.995	-0.853	-2.278	3.256
1	54251002	LDLRAD1	-0.993	-1.836	2.87	-1.394	-0.29	-1.446	1.691	0.817	4.72	4.469	2.573	1.133	3.56	0.218	-2.464	-1.764	4.879	0.924	0.663	-1.308	-1.413	-0.904	-2.534	-0.795	0.123	1.019	2.804	1.118	0.34	1.81	-1.669	1.057	2.183	-1.837	-0.048	-2.114	2.976	0.014	-0.908	-0.125	1.406	4.174	0.822	0.101	-1.052	1.45	-1.33	-0.009	-0.634	-1.385	2.921	0.383	2.951	0.908	-0.961	-0.948	-1.941	1.981	-0.235	-1.582
1	55224803	TMEM61	-1.117	-1.733	1.178	2.391	-0.901	-1.589	0.486	0.348	-0.014	-0.196	-0.224	-0.43	-0.057	-2.151	2.014	-0.534	-0.564	-1.577	0.791	1.879	2.915	-2.352	1.364	1.886	1.25	0.84	1.77	-0.403	1.661	2.152	1.81	-1.653	1.304	-1.518	0.625	0.876	1.667	1.078	1.778	-0.633	1.377	1.845	0.72	-0.499	0.541	0.782	1.877	1.667	1.319	0.773	2.714	-0.651	2.231	2.925	1.109	1.473	-1.946	-0.671	0.958	-0.396
1	56918586	PRKAA2	0.082	1.249	0.92	0.883	-0.827	-1.749	0.873	-0.506	-1.623	1.901	-2.301	0.813	-0.737	-2.744	0.952	0.95	1.694	-1.094	1.626	0.461	-0.21	-1.972	0.425	-1.671	1.166	-0.116	0.98	0.289	1.358	-0.207	0.048	-0.873	-1.807	0.79	2.209	-1.302	2.182	1.314	-2.419	0.778	-0.063	0.572	-0.654	0.021	0.235	0.877	-0.099	-2.102	1.187	-0.014	0.735	-0.592	0.204	1.525	0.367	-1.309	-0.718	1.704	0.784	-2.36
1	57007510	C1orf168	-1.11	-1.977	2.156	-0.568	-1.74	-2.43	1.753	-0.668	-1.903	1.767	-0.761	2.455	-1.638	-2.058	-0.893	-2.371	1.023	0.633	-0.626	-0.151	-2.922	-0.704	-0.879	-2.927	-0.691	2.19	1.512	-1.047	2.938	-0.104	-2.199	0.878	-1.752	-2.911	2.263	-2.932	1.749	1.381	-0.597	-0.523	-0.805	1.064	0.927	-1.114	-1.124	-0.286	-2.217	2.275	-0.329	0.348	0.188	0.253	0.132	1.512	-0.018	-3.376	-3.444	2.79	-0.068	-2.908
1	60148289	CYP2J2	-0.575	0.853	1.621	-0.517	0.437	-1.607	-2.245	1.772	-1.389	1.703	-0.038	-1.244	1.442	1.967	1.468	0.871	1.557	2.364	0.928	0.874	-0.212	-2.747	-3.109	-0.645	1.346	-1.692	0.358	1.639	-2.248	-0.226	1.422	0.36	-1.421	1.147	-0.378	0.883	-2.742	-1.453	-0.129	-0.365	1.944	-0.936	-0.017	-1.836	-2.142	2.013	-0.515	-0.467	-0.813	1.084	2.268	2.08	-2.14	-0.941	1.13	0.607	0.622	-0.041	0.596	-0.643
1	61510808	NFIA	-1.937	1.587	1.069	-0.093	1.98	-0.067	-0.885	-0.892	-0.55	0.327	-0.724	0.406	-1.72	0.564	0.163	0.588	-2.592	0.12	0.312	-2.334	-1.298	-0.424	-1.055	-0.175	-1.164	1.86	-0.26	0.694	-0.734	0.611	-0.209	-0.051	-0.085	-0.146	1.611	0.923	0.837	0.907	-4.075	0.84	0.599	-1.644	-1.861	0.884	-2.01	0.641	-1.368	-0.698	-0.056	0.232	0.384	-2.199	0.116	1.462	0.509	-0.384	-1.44	-0.166	-1.796	-0.326
1	66321815	PDE4B	0.052	1.278	1.103	0.723	0.68	1.041	-1.439	-2.848	-2.625	-2.001	-1.242	-2.574	-1.208	-0.838	-1.102	3.006	-0.637	-2.625	1.42	-2.523	2.259	1.188	-1.922	-0.679	1.906	-0.104	-1.723	1.511	-0.433	0.71	-1.07	0.062	-0.843	2.805	0.298	2.561	-2.596	-2.223	-2.986	-0.849	3.246	-1.451	0.533	-0.432	-2.389	-1.976	-2.81	-2.36	1.135	-1.791	-0.308	-1.796	1.444	1.264	1.869	0.052	-2.724	1.116	-0.487	0.654
1	67590402	IL12RB2	3.42	4.054	-0.141	2.417	2.78	2.338	-1.296	-1.302	-1.495	-1.139	1.308	-1.381	0.415	1.321	3.537	3.82	0.025	-2.46	2.385	-1.785	3.033	2.182	-0.714	1.942	2.357	-1.165	-0.501	2.856	-1.007	2.591	4.34	-0.332	1.167	3.909	-0.356	1.993	-1.272	-2.654	-1.626	0.164	2.566	0.033	-0.734	3.03	-0.323	0.762	-0.973	-1.26	1.626	0.102	0.361	0.628	-0.744	0.232	1.092	2.002	3.449	-1.619	-1.331	1.623
1	68286640	DIRAS3	2.523	-1.619	1.011	0.531	-0.542	0.859	-0.411	-1.959	-0.135	-0.956	-1.965	3.44	-1.661	-1.498	1.556	-0.661	-1.278	-2.065	-0.992	-0.613	-0.654	-1.267	-1.663	-0.698	-0.646	3.398	3.189	1.42	-1.012	-0.902	-0.46	-1.578	-1.391	-0.332	1.802	-1.527	0.557	-0.853	-2.178	-0.898	-0.776	-1.403	-0.071	-0.566	3.064	1.912	-1.639	0.952	-1.608	-1.771	-1.257	-1.927	-0.664	-0.076	-0.054	-1.782	-2.485	-0.02	-1.113	-0.902
1	68723904	DEPDC1	1.988	1.601	0.575	1.895	0.7	-0.037	-0.507	-0.753	-1.593	0.612	-0.45	-1.618	-1.292	0.18	2.61	1.202	-0.27	0.426	0.473	-0.67	1.267	-0.622	-0.61	0.535	1.645	-1.475	-0.146	0.226	-0.609	-0.378	1.02	-1.025	1.298	1.795	-0.197	1.129	0.412	-0.579	0.687	0.25	0.448	-1.231	-1.202	1.369	1.398	1.335	-0.484	-0.835	1.388	-2.793	0.228	1.573	-0.878	2.839	0.578	0.88	0.147	-0.383	0.735	0.475
1	71188351	PTGER3	-2.12	-2.187	-0.561	-2.163	-1.37	-1.237	-1.614	1.217	0.526	-1.735	-2.208	-1.996	-0.983	-0.718	-2.025	-1.118	-1.036	-1.35	-1.066	-1.93	-1.724	-0.641	-0.698	-0.781	-0.714	0.122	1.864	-0.495	-0.195	-0.517	-2.045	0.962	-1.314	-2.087	0.702	-1.371	0.076	0.337	-1.656	1.057	-1.273	-1.819	-1.716	-0.877	-1.024	-2.426	0.756	1.079	0.136	-2.419	-0.231	-1.947	-2.246	-1.615	-0.797	-1.693	-2.282	-2.617	0.161	-0.782
1	74859196	C1orf173	0.292	-0.768	-0.4	-0.811	0.026	0.009	-0.818	0.148	0.203	1.217	-0.227	1.016	-0.133	-0.636	-0.72	-0.683	-0.777	0.662	-0.737	0.656	-0.766	3.904	-1.051	-0.708	-0.579	4.62	1.236	-0.65	-0.084	-0.613	-0.652	3.545	1.664	-0.476	1.834	0.226	1.873	0.331	-0.679	1.686	-0.735	2.154	2.573	-0.527	-0.314	0.062	-0.178	4.125	-0.624	-0.594	-0.716	-0.348	0.06	1.906	0.017	-0.054	-0.169	2.969	-0.217	-0.067
1	75644895	SLC44A5	0.159	-0.669	3.01	-2.486	-0.612	2.67	-0.001	-1.085	-0.108	1.457	1.667	-0.207	-0.342	1.089	0.924	-0.68	-0.557	-0.786	-0.802	-0.754	-1.347	-0.885	-0.829	-3.345	0.41	0.207	0.707	0.239	0.089	2.735	-1.405	-1.27	-0.677	-1.058	-1.442	-0.27	-0.574	-0.345	0.112	-0.719	0.739	-0.467	3.337	4.507	-1.087	2.288	-3.131	0.703	0.29	-0.41	-0.322	-0.499	-1.131	-0.043	1.079	1.347	-1.353	-0.542	-0.003	-0.087
1	77204049	ST6GALNAC5	-1.534	-1.621	-0.309	1.804	-0.584	0.174	1.926	-1.449	2.962	-1.209	3.085	-2.631	0.789	0.067	-2.366	2.013	-0.362	-3.623	-0.527	-2.054	2.902	-2.409	4.141	-0.489	1.064	-2.898	1.958	1.932	1.541	1.151	-1.167	3.695	-0.684	1.606	-1.885	2.471	-2.402	-0.467	-0.374	-0.716	-0.275	2.453	2.549	-1.329	-3.369	-1.813	-2.372	-2.278	0	-2.742	2.117	-1.844	3.875	0.246	0.683	-0.297	-2.493	-1.615	2.955	0.316
1	77659558	AK5	3.25	-2.23	-0.691	0.205	0.018	-1.691	-2.339	-3.176	4.252	-1.121	-2.429	0.208	-0.167	-2.21	-2.377	-0.675	-0.143	0.126	0.766	-1.982	0.401	-0.635	-1.391	-2.213	-2.025	-1.528	-1.666	0.146	4.441	0.933	1.438	-2.356	-2.37	-2.704	0.525	-2.822	-0.385	4.382	-1.853	-2.125	-0.936	0.858	-1.096	-2.055	-2.188	2.125	-2.559	-1.126	-0.697	-1.7	0.44	-1.292	-2.14	-0.049	-0.39	-2.442	-2.646	-0.524	0.239	-0.782
1	78871546	IFI44L	-3.893	0.249	-1.232	1.388	-1.119	0.959	0.58	2.5	0.48	-0.994	-0.194	2.701	2.011	1.029	-2.104	-2.647	-0.038	-1.905	0.987	-0.184	2.359	1.212	0.693	-2.547	0.734	-2.628	0.612	1.857	0.424	-1.488	-2.633	-1.117	2.106	1.363	-3.204	1.531	-1.907	-2.121	0.385	-1.088	0.001	-1.239	-2.167	2.22	-2.744	2.589	-1.089	-0.734	-2.239	-2.158	0.796	-0.581	0.389	-3.183	2.141	1.228	-2.216	-2.88	-1.386	-0.276
1	78895208	IFI44	-1.09	0.009	-0.966	1.187	-1.018	0.03	0.724	2.444	0.115	-0.662	-0.533	2.122	1.839	0.129	-1.286	-1.698	-0.171	-1.458	0.984	-0.289	1.564	1.023	0.149	-1.6	1.731	-0.532	0.813	1.328	0.043	-1.058	-2.213	-1.55	1.358	0.894	-1.93	1.3	-1.812	-1.664	0.355	-1.387	-0.141	-1.32	-2.467	2.801	-2.412	2.422	-0.797	-0.455	-1.041	-1.407	0.712	0.5	1.116	-1.274	1.684	0.911	-1.611	-2.572	-1.65	-0.386
1	84439710	PRKACB	-0.005	0.298	0.765	-0.711	-0.34	0.374	3.718	-0.293	-0.875	-0.622	0.511	-1.147	-0.431	0.744	0.239	0.898	-0.131	0.89	0.072	-1.049	0.485	1.909	0.614	-0.99	-0.451	-2.351	0.159	1.556	4.816	0.995	-0.502	3.717	-0.709	1.217	-2.062	-0.434	-2.247	4.002	-2.301	-1.283	1.064	4.376	-0.608	0.141	0.316	0.091	-0.315	-0.581	-0.518	0.082	0.136	-0.562	4.997	0.556	0.224	-1.857	-0.946	-2.244	1.952	-0.177
1	84564995	SAMD13	0.12	1.161	0.939	-0.917	-1.38	-1.245	2.554	-2.482	0.897	0.606	-0.056	-2.09	-0.395	0.265	0.844	1.772	0.92	0.516	0.012	-1.887	0.64	-1.695	2.127	0.02	1.363	-3.166	-0.436	1.913	4.787	1.796	1.414	2.093	-2.754	-0.069	-1.297	-0.375	-3.317	2.356	-3.836	-1.181	1.355	5.57	-2.245	0.302	-0.018	1.327	-0.372	-2.428	0.487	-1.28	-1.359	-1.174	6.657	0.308	1.352	-0.441	1.571	-2.951	0.831	-1.059
1	84649950	DNASE2B	-0.635	-1.683	2.6	-1.967	-1.543	0.488	4.057	-1.156	-0.003	0.087	0.204	0.167	0.068	1.987	-1.068	-0.836	0.838	0.798	0.609	-0.521	-0.575	-0.913	0.873	-1.565	-0.834	-1.23	-0.892	2.732	4.432	1.713	-0.856	4.18	1.155	0.722	0.691	-1.051	-0.905	0.918	-1.456	-0.892	1.875	3.452	-0.782	-0.602	0.179	1.857	-0.424	-1.025	1.613	-0.9	-0.308	-0.439	4.79	-0.094	0.713	-1.541	-0.796	-0.553	1.297	-0.915
1	85199618	MCOLN2	-0.775	-0.89	1.919	1.366	-0.981	0.972	-0.52	-0.748	-2.79	-1.553	1.038	-1.999	0.035	1.163	0.24	-0.032	-2.162	-2.751	1.063	-0.655	2.385	2.492	-0.347	-1.147	-1.188	-1.497	0.695	1.843	-0.132	0.081	-1.833	0.023	0.654	1.997	-1.976	1.803	-1.752	0.287	1.342	-0.589	0.38	-0.724	-2.025	1.462	-0.924	0.146	1.724	1.323	1.164	-0.898	1.726	-0.166	0.597	-2.023	0.481	-1.87	2.131	-0.529	0.634	0.578
1	85417630	SYDE2	-1.449	-2.663	0.113	-1.78	-0.464	-0.649	-0.259	2.222	-0.33	1.522	-0.276	-0.027	0.334	-0.045	0.188	-0.631	-0.817	3.633	0.73	0.264	-0.984	-1.347	-0.698	-1.554	-0.987	-0.014	-0.705	-0.342	-0.15	3.313	-0.731	-0.089	0.069	-0.484	1.214	-1.182	-0.847	0.384	0.992	2.512	1.777	-0.338	0.361	-0.815	-1.378	1.642	2.003	0.792	-0.284	2.94	-0.394	3.078	-0.483	-1.248	-2.112	-2.605	-0.613	-0.643	1.842	0.124
1	86678592	CLCA2	-1.556	-1.356	7.215	2.762	7.399	3.709	-0.283	-2.076	1.884	-0.88	0.706	2.67	0.474	6.096	1.868	0.038	2.912	-1.396	7.637	-2.359	2.423	-1.039	-0.052	-1.284	0.195	-1.602	-1.163	7.157	-1.827	3.665	-1.2	-2.471	-1.584	-1.354	4.937	-0.82	-0.367	-2.113	-1.291	-0.844	5.931	-0.812	0.156	7.621	7.39	4.739	-1.188	-1.875	6.539	-1.483	6.28	-1.205	-0.43	0.862	6.038	5.197	-2.448	-1.704	-0.945	-0.799
1	87576966	LMO4	0.267	4.064	0.925	-0.244	-1.189	1.02	0.366	-3.316	-1.185	0.974	-1.706	-1.137	0.562	0.195	4.195	1.03	0.473	-2.026	0.646	-2.417	3.35	0.881	-1.066	-0.95	1.723	-2.246	-0.442	-1.102	0.621	1.38	2.397	-2.791	-1.937	3.026	1.979	2.048	-3.018	-3.389	-4.258	-1.41	1.241	-0.768	-3.148	2.299	-1.626	2.935	-0.511	-1.886	0.393	0.92	-1.261	1.58	1.063	1.902	1.558	1.438	1.659	-3.632	-2.425	-0.582
1	89253042	GBP3	-3.574	-5.753	1.383	-0.105	-1.655	0.744	0.606	1.22	0.342	1.157	1.444	-2.275	0.81	-1.108	-1.186	-1.644	-1.162	1.58	0.436	-0.276	1.84	0.344	-0.681	-1.609	-4.066	1.772	-3.722	-1.903	0.75	-1.994	-2.672	-0.199	0.572	-0.338	-0.485	1.932	-0.512	-0.159	-1	-0.036	-1.11	-3.687	-1.315	2.043	-3.078	1.595	0.159	0.051	0.633	-0.295	-0.043	2.147	0.167	-3.964	0.538	-0.776	-1.347	0.806	-1.397	-0.243
1	89297102	GBP1	-2.423	-0.308	-0.383	2.933	-1.203	1.349	-0.607	-1.994	-1.459	-1.946	2.004	-1.321	-0.235	0.945	-1.012	-0.045	-0.944	-1.608	2.096	-1.836	2.19	1.72	-1.118	-0.617	1.069	-2.86	-0.977	2.213	-1.565	-0.585	-1.448	-2.336	2.378	2.832	-2.404	3.534	-1.896	-2.92	-2.83	-1.736	1.711	-2.938	-2.187	3.156	-1.579	1.882	-2.301	-1.539	0.995	-0.49	0.736	1.51	-2.229	-2.568	1.921	0.761	1.189	-3.524	-1.983	0.882
1	89428320	GBP4	-1.91	-1.061	-0.818	1.066	-1.028	1.495	-0.637	0.148	-0.56	0.164	2.213	0.064	-0.01	1.371	-1.622	-1.028	-1.458	-0.291	1.982	-0.903	1.657	1.8	-1.266	-0.311	-1.052	-1.279	-0.323	1.45	0.049	-1.514	-3.141	-1.083	1.198	0.626	-2.693	1.964	-2.419	-3.105	-1.323	0.836	0.547	-2.615	-2.343	1.374	-1.258	1.718	-1.825	-1.13	-0.618	0.256	-0.984	0.887	-0.467	-3.131	-0.78	-0.088	-1.097	-2.873	-2.249	-0.326
1	89504176	GBP5	-2.4	0.527	-0.431	1.415	-0.372	1.916	-0.661	-0.894	-2.387	-2.107	1.58	-0.973	0.275	0.637	-1.427	0.035	-2.298	-2.428	1.697	-0.8	1.367	1.456	-1.207	-0.325	-0.606	-3.324	-0.952	1.727	-0.787	-0.675	-3.3	-1.024	0.761	0.858	-2.677	1.291	-3.103	-1.862	-2.531	-1.39	1.083	-3.564	-2.566	0.755	-1.024	1.314	-2.28	-0.865	0.563	0.245	0.707	0.767	-2.49	-3.14	0.85	1.177	-0.044	-2.681	-2.665	1.161
1	92021456	TGFBR3	-3.693	-0.473	-1.468	-1.871	-1.907	-1.119	0.447	-1.609	1.89	2.284	1.35	1.907	-1.673	0.469	2.58	-2.359	-1.443	-2.019	-1.615	-2.22	-2.476	0.246	-1.457	-0.359	-0.578	2.229	2.221	-2.499	-2.228	1.629	1.387	-1.743	3.903	-1.147	-1.069	0.085	0.817	2.026	-4.013	-1.688	-1.142	0.118	0.957	-2.136	0.397	-2.954	-3.7	2.641	-2.259	-1.276	-2.666	-2.295	-2.686	1.176	-1.633	-3.398	2.193	2.393	-1.53	-1.348
1	92220044	BRDT	-0.964	-0.552	-0.171	-0.947	3.879	3.946	0.284	1.598	2.121	0.195	1.328	2.971	-0.258	0.894	-0.126	-0.205	-0.342	0.249	0.038	-0.005	0.34	-1.079	5.056	-0.393	-0.384	-0.344	1.914	-0.09	2.252	1.968	-0.483	-0.87	5.659	-1.322	-0.342	-1.155	-0.249	4.156	1.641	2.276	-0.484	-0.126	-0.138	-0.082	-1.475	-0.33	-0.696	5.483	-0.578	-0.069	-0.401	-0.496	0.656	-0.255	-0.561	-0.255	0.666	-0.766	3.21	-0.242
1	94295137	ABCA4	-2.49	-1.73	-0.912	0.009	-0.533	-1.449	-0.991	-0.692	0.145	-1.536	1.234	-0.336	1.044	-1.043	2.086	0.5	-0.911	2.826	1.801	-1.196	-0.108	-0.629	-0.885	2.206	1.824	-0.248	-1.419	0.818	2.134	-0.846	-1.02	0.91	-1.968	1.837	0.058	-0.271	-1.27	-0.009	-0.297	0.678	-0.826	-0.637	-1.157	-1.789	2.821	-1.539	-1.171	-1.071	-0.303	-1.117	2.152	-1.675	-1.259	-1.14	-0.347	-1.036	3.173	3.198	-1.17	0.505
1	94773660	F3	-0.98	-2.084	1.755	1.657	-1.705	-2.36	-0.876	-3.144	-2.998	-2.288	-2.224	1.815	-1.248	-1.631	-1.414	0.326	0.375	-0.963	2.446	-2.868	1.344	-0.492	1.39	-1.494	0.703	-2.947	0.043	2.099	2.079	2.429	-1.255	0.76	-1.516	1.011	-0.506	-2.088	-1.23	1.499	1.099	-1.121	0.338	0.084	-2.054	2.324	-2.777	1.465	-1.917	-2.553	1.138	-2.186	1.133	-2.258	2.117	0.592	2.163	0.061	-2.155	1.738	1.111	2.016
1	95383204	TMEM56	0.303	1.591	2.325	0.519	-1.498	-0.707	-0.043	-0.194	0.615	0.086	0.956	0.991	1.382	-0.728	1.322	0.875	-1.016	-2.223	0.654	-2.053	1.383	-2.209	0.822	0.217	0.949	1.206	3.187	1.126	-0.27	1.657	1.427	1.024	-0.052	1.901	0.7	1.636	0.995	1.893	1.547	-0.279	0.025	-0.11	-1.51	-0.775	0.425	1.887	-0.041	1.515	1.666	-1.33	1.7	-1.784	0.726	2.013	0.706	-0.101	1.4	0.903	1.308	2.277
1	100125400	AGL	-0.585	-1.404	0.113	-0.424	-3.484	-0.926	-0.677	0.351	-0.945	0.819	2.199	-0.921	1.166	-1.579	-0.184	0.022	2.943	0.625	0.179	-0.129	-0.274	-0.473	-1.475	-0.914	-0.665	-2.79	-1.172	0.613	0.81	0.046	-0.802	-0.453	0.127	0.265	0.628	-0.106	-0.511	0.667	-0.73	0.879	-0.89	-1.227	-4.232	-0.11	-1.028	1.879	-0.361	-0.892	-0.469	1.094	-0.471	-0.695	0.06	0.201	-0.968	-1.206	0.819	0.382	0.722	0.211
1	103230625	COL11A1	-1.103	-2.833	1.351	-2	0.834	-3.365	-3.929	-6.658	-1.615	-2.332	-1.389	-0.751	1.421	1.088	-2.2	-0.026	1.377	1	0.82	-2.579	-1.08	-8.177	-4.084	-1.162	-1.562	-6.816	-2.922	1.615	-0.53	1.821	-1.352	-7.795	-1.585	-1.395	0.671	-2.426	0.764	-2.696	-5.213	-0.725	-0.004	-1.761	-0.267	-1.077	-1.941	-2.496	-2.138	-0.203	0.486	-1.646	1.062	-2.439	-2.749	0.21	0.625	-0.568	-2.225	-7.646	-0.998	0.077
1	103965722	AMY2A	-0.862	-1.737	-1.454	-1.441	1.684	-0.549	-1.05	0.53	-0.822	2.328	-1.097	-0.044	-1.162	-0.059	1.657	3.296	0.226	-1.171	-1.618	-0.56	2.819	1.909	-0.686	2.912	2.816	-0.58	-1.813	2.76	0.083	0.558	3.843	-0.066	-0.609	3.304	-0.429	3.882	-1.906	0.389	-1.682	-0.056	-0.635	4.579	-2.75	2.39	3.68	1.611	1.083	1.172	2.494	1.507	-2.38	-1.728	-2.311	3.617	-1.168	-1.168	2.602	-0.415	-0.122	0.288
1	107655074	NTNG1	-0.246	0.49	-0.067	0.04	-0.239	-0.762	-0.184	-0.747	-0.117	-0.328	-0.945	2.546	-0.116	-0.753	-0.197	-0.652	0.753	-0.631	2.017	-0.391	-0.041	1.257	0.123	-0.188	0.129	3.762	0.07	0.115	-0.988	-0.035	-0.338	0.513	-0.456	-1.628	0.464	0.154	0.224	1.825	-0.556	1.494	0.315	-0.273	0.223	0.387	-0.889	1.154	-0.345	0.657	4.608	-0.052	-0.668	-0.073	0.085	4.876	-0.779	-0.407	-0.543	2.928	-0.263	-0.714
1	107973976	VAV3	-3.736	-3.444	-0.121	-2.853	0.185	-1.223	-0.78	0.148	-2.679	-0.045	0.335	-1.215	0.533	-1.651	0.02	-6.158	-1.706	0.136	-0.49	1.622	-1.453	-0.99	0.805	-1.519	-2.487	1.301	0.532	-0.018	-2.717	1.077	-0.158	1.778	-4.073	-1.182	1.205	-2	0.453	0.473	0.375	1.419	-1.704	-2.483	-1.363	0.655	0.402	0.301	-1.041	-0.772	0.316	1.629	-1.643	0.179	-4.167	-0.361	-1.799	-2.942	-3.376	0.384	2.777	-0.694
1	109504516	KIAA1324	-0.166	0.283	-0.091	-3.264	1.367	0.561	1.059	1.146	0.68	1.474	1.528	0.05	-0.002	-1.044	0.547	-1.606	0.076	0.352	0.661	0.659	-3.868	-0.173	-0.133	0.26	-1.22	1.455	1.667	0.559	0.256	0.475	1.001	1.029	-2.482	-1.379	-0.222	-2.981	0.189	0.662	0.329	0.716	-0.898	1.837	1.1	-4.598	-4.93	0.614	0.656	-0.275	-1.593	0.854	-1.265	-0.099	0.85	0.751	-0.721	-2.448	1.667	0.899	0.599	-0.207
1	110034915	GSTM1	-1.9	-0.637	0.726	1.542	0.157	-0.116	-0.799	0.831	-1.588	1.619	0.472	0.965	-1.385	-0.215	-0.152	-1.014	0.679	0.891	0.494	2.202	-1.976	-1.232	-1.023	-0.481	-1.156	2.682	1.1	1.813	2.165	-0.006	-0.853	1.083	-1.176	1.422	2.977	-1.205	0.413	2.408	0.708	0.269	0.298	-0.941	0.458	-1.861	-1.334	-2.093	0.803	2.05	-1.143	-0.137	0.355	0.213	-1.277	-1.006	0.744	-1.46	-1.091	0.67	3.796	-0.348
